729C011	T	Start Streaming
A6C5035	S	C01,P02,SDP,ET 14.80 sec,T 15.20 sec,P 3.007621 bar
ECC6035	S	C01,P02,SDP,ET 14.85 sec,T 15.15 sec,P 3.007616 bar
4AC7035	S	C01,P02,SDP,ET 14.90 sec,T 15.10 sec,P 3.007608 bar
65C8035	S	C01,P02,SDP,ET 14.95 sec,T 15.05 sec,P 3.007602 bar
7CC9035	S	C01,P02,SDP,ET 15.00 sec,T 15.00 sec,P 3.007596 bar
1BCA035	S	C01,P02,SDP,ET 15.05 sec,T 14.95 sec,P 3.007590 bar
DBCB035	S	C01,P02,SDP,ET 15.10 sec,T 14.90 sec,P 3.007583 bar
C1CC035	S	C01,P02,SDP,ET 15.15 sec,T 14.85 sec,P 3.007577 bar
BCCD035	S	C01,P02,SDP,ET 15.20 sec,T 14.80 sec,P 3.007570 bar
BBCE035	S	C01,P02,SDP,ET 15.25 sec,T 14.75 sec,P 3.007564 bar
4BCF035	S	C01,P02,SDP,ET 15.30 sec,T 14.70 sec,P 3.007556 bar
E4D0035	S	C01,P02,SDP,ET 15.35 sec,T 14.65 sec,P 3.007549 bar
ACD1035	S	C01,P02,SDP,ET 15.40 sec,T 14.60 sec,P 3.007543 bar
86D2035	S	C01,P02,SDP,ET 15.45 sec,T 14.55 sec,P 3.007536 bar
10D3035	S	C01,P02,SDP,ET 15.50 sec,T 14.50 sec,P 3.007530 bar
02D4035	S	C01,P02,SDP,ET 15.55 sec,T 14.45 sec,P 3.007524 bar
0AD5035	S	C01,P02,SDP,ET 15.60 sec,T 14.40 sec,P 3.007518 bar
70D6035	S	C01,P02,SDP,ET 15.65 sec,T 14.35 sec,P 3.007511 bar
0BD7035	S	C01,P02,SDP,ET 15.70 sec,T 14.30 sec,P 3.007505 bar
84D8035	S	C01,P02,SDP,ET 15.75 sec,T 14.25 sec,P 3.007497 bar
BAD9035	S	C01,P02,SDP,ET 15.80 sec,T 14.20 sec,P 3.007491 bar
56DA035	S	C01,P02,SDP,ET 15.85 sec,T 14.15 sec,P 3.007484 bar
1FDB035	S	C01,P02,SDP,ET 15.90 sec,T 14.10 sec,P 3.007478 bar
61DC035	S	C01,P02,SDP,ET 15.95 sec,T 14.05 sec,P 3.007471 bar
17DD035	S	C01,P02,SDP,ET 16.00 sec,T 14.00 sec,P 3.007466 bar
4DDE035	S	C01,P02,SDP,ET 16.05 sec,T 13.95 sec,P 3.007459 bar
DFDF035	S	C01,P02,SDP,ET 16.10 sec,T 13.90 sec,P 3.007453 bar
B3E0035	S	C01,P02,SDP,ET 16.15 sec,T 13.85 sec,P 3.007446 bar
DBE1035	S	C01,P02,SDP,ET 16.20 sec,T 13.80 sec,P 3.007438 bar
93E2035	S	C01,P02,SDP,ET 16.25 sec,T 13.75 sec,P 3.007431 bar
A3E3035	S	C01,P02,SDP,ET 16.30 sec,T 13.70 sec,P 3.007423 bar
81E4035	S	C01,P02,SDP,ET 16.35 sec,T 13.65 sec,P 3.007416 bar
5FE5035	S	C01,P02,SDP,ET 16.40 sec,T 13.60 sec,P 3.007410 bar
C8E6035	S	C01,P02,SDP,ET 16.45 sec,T 13.55 sec,P 3.007403 bar
EFE7035	S	C01,P02,SDP,ET 16.50 sec,T 13.50 sec,P 3.007397 bar
56E8035	S	C01,P02,SDP,ET 16.55 sec,T 13.45 sec,P 3.007391 bar
15E9035	S	C01,P02,SDP,ET 16.60 sec,T 13.40 sec,P 3.007385 bar
70EA035	S	C01,P02,SDP,ET 16.65 sec,T 13.35 sec,P 3.007377 bar
D2EB035	S	C01,P02,SDP,ET 16.70 sec,T 13.30 sec,P 3.007372 bar
B5EC035	S	C01,P02,SDP,ET 16.75 sec,T 13.25 sec,P 3.007364 bar
9CED035	S	C01,P02,SDP,ET 16.80 sec,T 13.20 sec,P 3.007358 bar
CBEE035	S	C01,P02,SDP,ET 16.85 sec,T 13.15 sec,P 3.007352 bar
22EF035	S	C01,P02,SDP,ET 16.90 sec,T 13.10 sec,P 3.007346 bar
36F0035	S	C01,P02,SDP,ET 16.95 sec,T 13.05 sec,P 3.007340 bar
D9F1035	S	C01,P02,SDP,ET 17.00 sec,T 13.00 sec,P 3.007333 bar
63F2035	S	C01,P02,SDP,ET 17.05 sec,T 12.95 sec,P 3.007327 bar
F5F3035	S	C01,P02,SDP,ET 17.10 sec,T 12.90 sec,P 3.007321 bar
B5F4035	S	C01,P02,SDP,ET 17.15 sec,T 12.85 sec,P 3.007315 bar
8DF5035	S	C01,P02,SDP,ET 17.20 sec,T 12.80 sec,P 3.007308 bar
63F6035	S	C01,P02,SDP,ET 17.25 sec,T 12.75 sec,P 3.007302 bar
88F7035	S	C01,P02,SDP,ET 17.30 sec,T 12.70 sec,P 3.007296 bar
63F8035	S	C01,P02,SDP,ET 17.35 sec,T 12.65 sec,P 3.007289 bar
2BF9035	S	C01,P02,SDP,ET 17.40 sec,T 12.60 sec,P 3.007283 bar
7EFA035	S	C01,P02,SDP,ET 17.45 sec,T 12.55 sec,P 3.007276 bar
4AFB035	S	C01,P02,SDP,ET 17.50 sec,T 12.50 sec,P 3.007268 bar
92FC035	S	C01,P02,SDP,ET 17.55 sec,T 12.45 sec,P 3.007262 bar
32FD035	S	C01,P02,SDP,ET 17.60 sec,T 12.40 sec,P 3.007256 bar
B8FE035	S	C01,P02,SDP,ET 17.65 sec,T 12.35 sec,P 3.007249 bar
2AFF035	S	C01,P02,SDP,ET 17.70 sec,T 12.30 sec,P 3.007243 bar
1C00035	S	C01,P02,SDP,ET 17.75 sec,T 12.25 sec,P 3.007236 bar
2201035	S	C01,P02,SDP,ET 17.80 sec,T 12.20 sec,P 3.007230 bar
9C02035	S	C01,P02,SDP,ET 17.85 sec,T 12.15 sec,P 3.007224 bar
AC03035	S	C01,P02,SDP,ET 17.90 sec,T 12.10 sec,P 3.007218 bar
0104035	S	C01,P02,SDP,ET 17.95 sec,T 12.05 sec,P 3.007210 bar
E305035	S	C01,P02,SDP,ET 18.00 sec,T 12.00 sec,P 3.007205 bar
4E06035	S	C01,P02,SDP,ET 18.05 sec,T 11.95 sec,P 3.007197 bar
D807035	S	C01,P02,SDP,ET 18.10 sec,T 11.90 sec,P 3.007191 bar
EE08035	S	C01,P02,SDP,ET 18.15 sec,T 11.85 sec,P 3.007184 bar
0D09035	S	C01,P02,SDP,ET 18.20 sec,T 11.80 sec,P 3.007178 bar
170A035	S	C01,P02,SDP,ET 18.25 sec,T 11.75 sec,P 3.007170 bar
3A0B035	S	C01,P02,SDP,ET 18.30 sec,T 11.70 sec,P 3.007166 bar
740C035	S	C01,P02,SDP,ET 18.35 sec,T 11.65 sec,P 3.007159 bar
8D0D035	S	C01,P02,SDP,ET 18.40 sec,T 11.60 sec,P 3.007153 bar
650E035	S	C01,P02,SDP,ET 18.45 sec,T 11.55 sec,P 3.007145 bar
010F035	S	C01,P02,SDP,ET 18.50 sec,T 11.50 sec,P 3.007138 bar
7410035	S	C01,P02,SDP,ET 18.55 sec,T 11.45 sec,P 3.007132 bar
3711035	S	C01,P02,SDP,ET 18.60 sec,T 11.40 sec,P 3.007126 bar
7D12035	S	C01,P02,SDP,ET 18.65 sec,T 11.35 sec,P 3.007119 bar
7D13035	S	C01,P02,SDP,ET 18.70 sec,T 11.30 sec,P 3.007113 bar
6F14035	S	C01,P02,SDP,ET 18.75 sec,T 11.25 sec,P 3.007107 bar
3315035	S	C01,P02,SDP,ET 18.80 sec,T 11.20 sec,P 3.007100 bar
7F16035	S	C01,P02,SDP,ET 18.85 sec,T 11.15 sec,P 3.007095 bar
7F17035	S	C01,P02,SDP,ET 18.90 sec,T 11.10 sec,P 3.007088 bar
5018035	S	C01,P02,SDP,ET 18.95 sec,T 11.05 sec,P 3.007082 bar
D919035	S	C01,P02,SDP,ET 19.00 sec,T 11.00 sec,P 3.007076 bar
BE1A035	S	C01,P02,SDP,ET 19.05 sec,T 10.95 sec,P 3.007070 bar
571B035	S	C01,P02,SDP,ET 19.10 sec,T 10.90 sec,P 3.007064 bar
BF1C035	S	C01,P02,SDP,ET 19.15 sec,T 10.85 sec,P 3.007058 bar
361D035	S	C01,P02,SDP,ET 19.20 sec,T 10.80 sec,P 3.007052 bar
971E035	S	C01,P02,SDP,ET 19.25 sec,T 10.75 sec,P 3.007045 bar
911F035	S	C01,P02,SDP,ET 19.30 sec,T 10.70 sec,P 3.007039 bar
1320035	S	C01,P02,SDP,ET 19.35 sec,T 10.65 sec,P 3.007033 bar
2021035	S	C01,P02,SDP,ET 19.40 sec,T 10.60 sec,P 3.007027 bar
7322035	S	C01,P02,SDP,ET 19.45 sec,T 10.55 sec,P 3.007021 bar
5A23035	S	C01,P02,SDP,ET 19.50 sec,T 10.50 sec,P 3.007015 bar
5124035	S	C01,P02,SDP,ET 19.55 sec,T 10.45 sec,P 3.007009 bar
0B25035	S	C01,P02,SDP,ET 19.60 sec,T 10.40 sec,P 3.007002 bar
C526035	S	C01,P02,SDP,ET 19.65 sec,T 10.35 sec,P 3.006996 bar
5327035	S	C01,P02,SDP,ET 19.70 sec,T 10.30 sec,P 3.006990 bar
0728035	S	C01,P02,SDP,ET 19.75 sec,T 10.25 sec,P 3.006984 bar
7429035	S	C01,P02,SDP,ET 19.80 sec,T 10.20 sec,P 3.006978 bar
E32A035	S	C01,P02,SDP,ET 19.85 sec,T 10.15 sec,P 3.006973 bar
0A2B035	S	C01,P02,SDP,ET 19.90 sec,T 10.10 sec,P 3.006967 bar
262C035	S	C01,P02,SDP,ET 19.95 sec,T 10.05 sec,P 3.006959 bar
AA2D035	S	C01,P02,SDP,ET 20.00 sec,T 10.00 sec,P 3.006959 bar
292E034	S	C01,P02,SDP,ET 20.05 sec,T 9.95 sec,P 3.006959 bar
2B2F034	S	C01,P02,SDP,ET 20.10 sec,T 9.90 sec,P 3.006959 bar
E030034	S	C01,P02,SDP,ET 20.15 sec,T 9.85 sec,P 3.006959 bar
6F31034	S	C01,P02,SDP,ET 20.20 sec,T 9.80 sec,P 3.006959 bar
0932034	S	C01,P02,SDP,ET 20.25 sec,T 9.75 sec,P 3.006959 bar
8E33034	S	C01,P02,SDP,ET 20.30 sec,T 9.70 sec,P 3.006959 bar
4134034	S	C01,P02,SDP,ET 20.35 sec,T 9.65 sec,P 3.006959 bar
DE35034	S	C01,P02,SDP,ET 20.40 sec,T 9.60 sec,P 3.006959 bar
9336034	S	C01,P02,SDP,ET 20.45 sec,T 9.55 sec,P 3.006959 bar
1437034	S	C01,P02,SDP,ET 20.50 sec,T 9.50 sec,P 3.006959 bar
C138034	S	C01,P02,SDP,ET 20.55 sec,T 9.45 sec,P 3.006959 bar
4E39034	S	C01,P02,SDP,ET 20.60 sec,T 9.40 sec,P 3.006959 bar
C83A034	S	C01,P02,SDP,ET 20.65 sec,T 9.35 sec,P 3.006959 bar
CA3B034	S	C01,P02,SDP,ET 20.70 sec,T 9.30 sec,P 3.006959 bar
8D3C034	S	C01,P02,SDP,ET 20.75 sec,T 9.25 sec,P 3.006959 bar
BA3D034	S	C01,P02,SDP,ET 20.80 sec,T 9.20 sec,P 3.006959 bar
723E034	S	C01,P02,SDP,ET 20.85 sec,T 9.15 sec,P 3.006959 bar
703F034	S	C01,P02,SDP,ET 20.90 sec,T 9.10 sec,P 3.006959 bar
0A40034	S	C01,P02,SDP,ET 20.95 sec,T 9.05 sec,P 3.006959 bar
F941034	S	C01,P02,SDP,ET 21.00 sec,T 9.00 sec,P 3.006959 bar
B042034	S	C01,P02,SDP,ET 21.05 sec,T 8.95 sec,P 3.006959 bar
3743034	S	C01,P02,SDP,ET 21.10 sec,T 8.90 sec,P 3.006959 bar
F844034	S	C01,P02,SDP,ET 21.15 sec,T 8.85 sec,P 3.006959 bar
7745034	S	C01,P02,SDP,ET 21.20 sec,T 8.80 sec,P 3.006959 bar
1146034	S	C01,P02,SDP,ET 21.25 sec,T 8.75 sec,P 3.006959 bar
9647034	S	C01,P02,SDP,ET 21.30 sec,T 8.70 sec,P 3.006959 bar
4348034	S	C01,P02,SDP,ET 21.35 sec,T 8.65 sec,P 3.006959 bar
DC49034	S	C01,P02,SDP,ET 21.40 sec,T 8.60 sec,P 3.006959 bar
434A034	S	C01,P02,SDP,ET 21.45 sec,T 8.55 sec,P 3.006959 bar
414B034	S	C01,P02,SDP,ET 21.50 sec,T 8.50 sec,P 3.006959 bar
064C034	S	C01,P02,SDP,ET 21.55 sec,T 8.45 sec,P 3.006959 bar
014D034	S	C01,P02,SDP,ET 21.60 sec,T 8.40 sec,P 3.006959 bar
D04E034	S	C01,P02,SDP,ET 21.65 sec,T 8.35 sec,P 3.006959 bar
D24F034	S	C01,P02,SDP,ET 21.70 sec,T 8.30 sec,P 3.006959 bar
1950034	S	C01,P02,SDP,ET 21.75 sec,T 8.25 sec,P 3.006959 bar
A651034	S	C01,P02,SDP,ET 21.80 sec,T 8.20 sec,P 3.006959 bar
EB52034	S	C01,P02,SDP,ET 21.85 sec,T 8.15 sec,P 3.006959 bar
6C53034	S	C01,P02,SDP,ET 21.90 sec,T 8.10 sec,P 3.006959 bar
A354034	S	C01,P02,SDP,ET 21.95 sec,T 8.05 sec,P 3.006959 bar
F855034	S	C01,P02,SDP,ET 22.00 sec,T 8.00 sec,P 3.006959 bar
FD56034	S	C01,P02,SDP,ET 22.05 sec,T 7.95 sec,P 3.006959 bar
7A57034	S	C01,P02,SDP,ET 22.10 sec,T 7.90 sec,P 3.006959 bar
AF58034	S	C01,P02,SDP,ET 22.15 sec,T 7.85 sec,P 3.006959 bar
2059034	S	C01,P02,SDP,ET 22.20 sec,T 7.80 sec,P 3.006959 bar
945A034	S	C01,P02,SDP,ET 22.25 sec,T 7.75 sec,P 3.006959 bar
965B034	S	C01,P02,SDP,ET 22.30 sec,T 7.70 sec,P 3.006959 bar
D15C034	S	C01,P02,SDP,ET 22.35 sec,T 7.65 sec,P 3.006959 bar
C65D034	S	C01,P02,SDP,ET 22.40 sec,T 7.60 sec,P 3.006959 bar
0E5E034	S	C01,P02,SDP,ET 22.45 sec,T 7.55 sec,P 3.006959 bar
0C5F034	S	C01,P02,SDP,ET 22.50 sec,T 7.50 sec,P 3.006959 bar
5560034	S	C01,P02,SDP,ET 22.55 sec,T 7.45 sec,P 3.006959 bar
DA61034	S	C01,P02,SDP,ET 22.60 sec,T 7.40 sec,P 3.006959 bar
8E62034	S	C01,P02,SDP,ET 22.65 sec,T 7.35 sec,P 3.006959 bar
0963034	S	C01,P02,SDP,ET 22.70 sec,T 7.30 sec,P 3.006959 bar
C664034	S	C01,P02,SDP,ET 22.75 sec,T 7.25 sec,P 3.006959 bar
7965034	S	C01,P02,SDP,ET 22.80 sec,T 7.20 sec,P 3.006959 bar
3466034	S	C01,P02,SDP,ET 22.85 sec,T 7.15 sec,P 3.006959 bar
B367034	S	C01,P02,SDP,ET 22.90 sec,T 7.10 sec,P 3.006959 bar
6668034	S	C01,P02,SDP,ET 22.95 sec,T 7.05 sec,P 3.006959 bar
9569034	S	C01,P02,SDP,ET 23.00 sec,T 7.00 sec,P 3.006959 bar
0E6A034	S	C01,P02,SDP,ET 23.05 sec,T 6.95 sec,P 3.006959 bar
0C6B034	S	C01,P02,SDP,ET 23.10 sec,T 6.90 sec,P 3.006959 bar
4B6C034	S	C01,P02,SDP,ET 23.15 sec,T 6.85 sec,P 3.006959 bar
4C6D034	S	C01,P02,SDP,ET 23.20 sec,T 6.80 sec,P 3.006959 bar
AF6E034	S	C01,P02,SDP,ET 23.25 sec,T 6.75 sec,P 3.006959 bar
AD6F034	S	C01,P02,SDP,ET 23.30 sec,T 6.70 sec,P 3.006959 bar
6670034	S	C01,P02,SDP,ET 23.35 sec,T 6.65 sec,P 3.006959 bar
F971034	S	C01,P02,SDP,ET 23.40 sec,T 6.60 sec,P 3.006959 bar
B472034	S	C01,P02,SDP,ET 23.45 sec,T 6.55 sec,P 3.006959 bar
3373034	S	C01,P02,SDP,ET 23.50 sec,T 6.50 sec,P 3.006959 bar
FC74034	S	C01,P02,SDP,ET 23.55 sec,T 6.45 sec,P 3.006959 bar
7375034	S	C01,P02,SDP,ET 23.60 sec,T 6.40 sec,P 3.006959 bar
2776034	S	C01,P02,SDP,ET 23.65 sec,T 6.35 sec,P 3.006959 bar
A077034	S	C01,P02,SDP,ET 23.70 sec,T 6.30 sec,P 3.006959 bar
7578034	S	C01,P02,SDP,ET 23.75 sec,T 6.25 sec,P 3.006959 bar
CA79034	S	C01,P02,SDP,ET 23.80 sec,T 6.20 sec,P 3.006959 bar
557A034	S	C01,P02,SDP,ET 23.85 sec,T 6.15 sec,P 3.006959 bar
577B034	S	C01,P02,SDP,ET 23.90 sec,T 6.10 sec,P 3.006959 bar
107C034	S	C01,P02,SDP,ET 23.95 sec,T 6.05 sec,P 3.006959 bar
947D034	S	C01,P02,SDP,ET 24.00 sec,T 6.00 sec,P 3.006959 bar
2D7E034	S	C01,P02,SDP,ET 24.05 sec,T 5.95 sec,P 3.006959 bar
2F7F034	S	C01,P02,SDP,ET 24.10 sec,T 5.90 sec,P 3.006959 bar
1380034	S	C01,P02,SDP,ET 24.15 sec,T 5.85 sec,P 3.006959 bar
9C81034	S	C01,P02,SDP,ET 24.20 sec,T 5.80 sec,P 3.006959 bar
FA82034	S	C01,P02,SDP,ET 24.25 sec,T 5.75 sec,P 3.006959 bar
7D83034	S	C01,P02,SDP,ET 24.30 sec,T 5.70 sec,P 3.006959 bar
B284034	S	C01,P02,SDP,ET 24.35 sec,T 5.65 sec,P 3.006959 bar
2D85034	S	C01,P02,SDP,ET 24.40 sec,T 5.60 sec,P 3.006959 bar
6086034	S	C01,P02,SDP,ET 24.45 sec,T 5.55 sec,P 3.006959 bar
E787034	S	C01,P02,SDP,ET 24.50 sec,T 5.50 sec,P 3.006959 bar
3288034	S	C01,P02,SDP,ET 24.55 sec,T 5.45 sec,P 3.006959 bar
BD89034	S	C01,P02,SDP,ET 24.60 sec,T 5.40 sec,P 3.006959 bar
3B8A034	S	C01,P02,SDP,ET 24.65 sec,T 5.35 sec,P 3.006959 bar
398B034	S	C01,P02,SDP,ET 24.70 sec,T 5.30 sec,P 3.006959 bar
7E8C034	S	C01,P02,SDP,ET 24.75 sec,T 5.25 sec,P 3.006959 bar
498D034	S	C01,P02,SDP,ET 24.80 sec,T 5.20 sec,P 3.006959 bar
818E034	S	C01,P02,SDP,ET 24.85 sec,T 5.15 sec,P 3.006959 bar
838F034	S	C01,P02,SDP,ET 24.90 sec,T 5.10 sec,P 3.006959 bar
4890034	S	C01,P02,SDP,ET 24.95 sec,T 5.05 sec,P 3.006959 bar
BB91034	S	C01,P02,SDP,ET 25.00 sec,T 5.00 sec,P 3.006959 bar
F292034	S	C01,P02,SDP,ET 25.05 sec,T 4.95 sec,P 3.006959 bar
7593034	S	C01,P02,SDP,ET 25.10 sec,T 4.90 sec,P 3.006959 bar
BA94034	S	C01,P02,SDP,ET 25.15 sec,T 4.85 sec,P 3.006959 bar
3595034	S	C01,P02,SDP,ET 25.20 sec,T 4.80 sec,P 3.006959 bar
5396034	S	C01,P02,SDP,ET 25.25 sec,T 4.75 sec,P 3.006959 bar
D497034	S	C01,P02,SDP,ET 25.30 sec,T 4.70 sec,P 3.006959 bar
0198034	S	C01,P02,SDP,ET 25.35 sec,T 4.65 sec,P 3.006959 bar
9E99034	S	C01,P02,SDP,ET 25.40 sec,T 4.60 sec,P 3.006959 bar
019A034	S	C01,P02,SDP,ET 25.45 sec,T 4.55 sec,P 3.006959 bar
039B034	S	C01,P02,SDP,ET 25.50 sec,T 4.50 sec,P 3.006959 bar
449C034	S	C01,P02,SDP,ET 25.55 sec,T 4.45 sec,P 3.006959 bar
439D034	S	C01,P02,SDP,ET 25.60 sec,T 4.40 sec,P 3.006959 bar
929E034	S	C01,P02,SDP,ET 25.65 sec,T 4.35 sec,P 3.006959 bar
909F034	S	C01,P02,SDP,ET 25.70 sec,T 4.30 sec,P 3.006959 bar
F9A0034	S	C01,P02,SDP,ET 25.75 sec,T 4.25 sec,P 3.006959 bar
46A1034	S	C01,P02,SDP,ET 25.80 sec,T 4.20 sec,P 3.006959 bar
0BA2034	S	C01,P02,SDP,ET 25.85 sec,T 4.15 sec,P 3.006959 bar
8CA3034	S	C01,P02,SDP,ET 25.90 sec,T 4.10 sec,P 3.006959 bar
43A4034	S	C01,P02,SDP,ET 25.95 sec,T 4.05 sec,P 3.006959 bar
18A5034	S	C01,P02,SDP,ET 26.00 sec,T 4.00 sec,P 3.006959 bar
CEA6034	S	C01,P02,SDP,ET 26.05 sec,T 3.95 sec,P 3.006959 bar
49A7034	S	C01,P02,SDP,ET 26.10 sec,T 3.90 sec,P 3.006959 bar
9CA8034	S	C01,P02,SDP,ET 26.15 sec,T 3.85 sec,P 3.006959 bar
13A9034	S	C01,P02,SDP,ET 26.20 sec,T 3.80 sec,P 3.006959 bar
A7AA034	S	C01,P02,SDP,ET 26.25 sec,T 3.75 sec,P 3.006959 bar
A5AB034	S	C01,P02,SDP,ET 26.30 sec,T 3.70 sec,P 3.006959 bar
E2AC034	S	C01,P02,SDP,ET 26.35 sec,T 3.65 sec,P 3.006959 bar
F5AD034	S	C01,P02,SDP,ET 26.40 sec,T 3.60 sec,P 3.006959 bar
3DAE034	S	C01,P02,SDP,ET 26.45 sec,T 3.55 sec,P 3.006959 bar
3FAF034	S	C01,P02,SDP,ET 26.50 sec,T 3.50 sec,P 3.006959 bar
66B0034	S	C01,P02,SDP,ET 26.55 sec,T 3.45 sec,P 3.006959 bar
E9B1034	S	C01,P02,SDP,ET 26.60 sec,T 3.40 sec,P 3.006959 bar
BDB2034	S	C01,P02,SDP,ET 26.65 sec,T 3.35 sec,P 3.006959 bar
3AB3034	S	C01,P02,SDP,ET 26.70 sec,T 3.30 sec,P 3.006959 bar
F5B4034	S	C01,P02,SDP,ET 26.75 sec,T 3.25 sec,P 3.006959 bar
4AB5034	S	C01,P02,SDP,ET 26.80 sec,T 3.20 sec,P 3.006959 bar
07B6034	S	C01,P02,SDP,ET 26.85 sec,T 3.15 sec,P 3.006959 bar
80B7034	S	C01,P02,SDP,ET 26.90 sec,T 3.10 sec,P 3.006959 bar
55B8034	S	C01,P02,SDP,ET 26.95 sec,T 3.05 sec,P 3.006959 bar
A6B9034	S	C01,P02,SDP,ET 27.00 sec,T 3.00 sec,P 3.006959 bar
3DBA034	S	C01,P02,SDP,ET 27.05 sec,T 2.95 sec,P 3.006959 bar
3FBB034	S	C01,P02,SDP,ET 27.10 sec,T 2.90 sec,P 3.006959 bar
78BC034	S	C01,P02,SDP,ET 27.15 sec,T 2.85 sec,P 3.006959 bar
7FBD034	S	C01,P02,SDP,ET 27.20 sec,T 2.80 sec,P 3.006959 bar
9CBE034	S	C01,P02,SDP,ET 27.25 sec,T 2.75 sec,P 3.006959 bar
9EBF034	S	C01,P02,SDP,ET 27.30 sec,T 2.70 sec,P 3.006959 bar
55C0034	S	C01,P02,SDP,ET 27.35 sec,T 2.65 sec,P 3.006959 bar
CAC1034	S	C01,P02,SDP,ET 27.40 sec,T 2.60 sec,P 3.006959 bar
87C2034	S	C01,P02,SDP,ET 27.45 sec,T 2.55 sec,P 3.006959 bar
00C3034	S	C01,P02,SDP,ET 27.50 sec,T 2.50 sec,P 3.006959 bar
CFC4034	S	C01,P02,SDP,ET 27.55 sec,T 2.45 sec,P 3.006959 bar
40C5034	S	C01,P02,SDP,ET 27.60 sec,T 2.40 sec,P 3.006959 bar
14C6034	S	C01,P02,SDP,ET 27.65 sec,T 2.35 sec,P 3.006959 bar
93C7034	S	C01,P02,SDP,ET 27.70 sec,T 2.30 sec,P 3.006959 bar
46C8034	S	C01,P02,SDP,ET 27.75 sec,T 2.25 sec,P 3.006959 bar
F9C9034	S	C01,P02,SDP,ET 27.80 sec,T 2.20 sec,P 3.006959 bar
66CA034	S	C01,P02,SDP,ET 27.85 sec,T 2.15 sec,P 3.006959 bar
64CB034	S	C01,P02,SDP,ET 27.90 sec,T 2.10 sec,P 3.006959 bar
23CC034	S	C01,P02,SDP,ET 27.95 sec,T 2.05 sec,P 3.006959 bar
09CD034	S	C01,P02,SDP,ET 28.00 sec,T 2.00 sec,P 3.006959 bar
B0CE034	S	C01,P02,SDP,ET 28.05 sec,T 1.95 sec,P 3.006959 bar
B2CF034	S	C01,P02,SDP,ET 28.10 sec,T 1.90 sec,P 3.006959 bar
C8D0034	S	C01,P02,SDP,ET 28.15 sec,T 1.85 sec,P 3.006959 bar
47D1034	S	C01,P02,SDP,ET 28.20 sec,T 1.80 sec,P 3.006959 bar
21D2034	S	C01,P02,SDP,ET 28.25 sec,T 1.75 sec,P 3.006959 bar
A6D3034	S	C01,P02,SDP,ET 28.30 sec,T 1.70 sec,P 3.006959 bar
69D4034	S	C01,P02,SDP,ET 28.35 sec,T 1.65 sec,P 3.006959 bar
F6D5034	S	C01,P02,SDP,ET 28.40 sec,T 1.60 sec,P 3.006959 bar
BBD6034	S	C01,P02,SDP,ET 28.45 sec,T 1.55 sec,P 3.006959 bar
3CD7034	S	C01,P02,SDP,ET 28.50 sec,T 1.50 sec,P 3.006959 bar
E9D8034	S	C01,P02,SDP,ET 28.55 sec,T 1.45 sec,P 3.006959 bar
66D9034	S	C01,P02,SDP,ET 28.60 sec,T 1.40 sec,P 3.006959 bar
E0DA034	S	C01,P02,SDP,ET 28.65 sec,T 1.35 sec,P 3.006959 bar
E2DB034	S	C01,P02,SDP,ET 28.70 sec,T 1.30 sec,P 3.006959 bar
A5DC034	S	C01,P02,SDP,ET 28.75 sec,T 1.25 sec,P 3.006959 bar
92DD034	S	C01,P02,SDP,ET 28.80 sec,T 1.20 sec,P 3.006959 bar
5ADE034	S	C01,P02,SDP,ET 28.85 sec,T 1.15 sec,P 3.006959 bar
58DF034	S	C01,P02,SDP,ET 28.90 sec,T 1.10 sec,P 3.006959 bar
93E0034	S	C01,P02,SDP,ET 28.95 sec,T 1.05 sec,P 3.006959 bar
60E1034	S	C01,P02,SDP,ET 29.00 sec,T 1.00 sec,P 3.006959 bar
29E2034	S	C01,P02,SDP,ET 29.05 sec,T 0.95 sec,P 3.006959 bar
AEE3034	S	C01,P02,SDP,ET 29.10 sec,T 0.90 sec,P 3.006959 bar
61E4034	S	C01,P02,SDP,ET 29.15 sec,T 0.85 sec,P 3.006959 bar
EEE5034	S	C01,P02,SDP,ET 29.20 sec,T 0.80 sec,P 3.006959 bar
88E6034	S	C01,P02,SDP,ET 29.25 sec,T 0.75 sec,P 3.006959 bar
0FE7034	S	C01,P02,SDP,ET 29.30 sec,T 0.70 sec,P 3.006959 bar
DAE8034	S	C01,P02,SDP,ET 29.35 sec,T 0.65 sec,P 3.006959 bar
45E9034	S	C01,P02,SDP,ET 29.40 sec,T 0.60 sec,P 3.006959 bar
DAEA034	S	C01,P02,SDP,ET 29.45 sec,T 0.55 sec,P 3.006959 bar
D8EB034	S	C01,P02,SDP,ET 29.50 sec,T 0.50 sec,P 3.006959 bar
9FEC034	S	C01,P02,SDP,ET 29.55 sec,T 0.45 sec,P 3.006959 bar
98ED034	S	C01,P02,SDP,ET 29.60 sec,T 0.40 sec,P 3.006959 bar
49EE034	S	C01,P02,SDP,ET 29.65 sec,T 0.35 sec,P 3.006959 bar
4BEF034	S	C01,P02,SDP,ET 29.70 sec,T 0.30 sec,P 3.006959 bar
12F0034	S	C01,P02,SDP,ET 29.75 sec,T 0.25 sec,P 3.006959 bar
ADF1034	S	C01,P02,SDP,ET 29.80 sec,T 0.20 sec,P 3.006959 bar
E0F2034	S	C01,P02,SDP,ET 29.85 sec,T 0.15 sec,P 3.006959 bar
67F3034	S	C01,P02,SDP,ET 29.90 sec,T 0.10 sec,P 3.006959 bar
